split,teamname,side,date,league,result,gamelength,firstblood,firstdragon,firsttower,totalKills,totalDragons,totalBarons,totalTowers,totalInhibitors
Summer,Kongdoo Monster,Blue,2018-07-13,CK,0,25.33,1,0,0,15,3,1,8,1.0
Summer,GC Busan Rising Star,Red,2018-07-13,CK,1,25.33,0,1,1,15,3,1,8,1.0
Summer,GC Busan Rising Star,Blue,2018-07-13,CK,0,45.67,1,0,1,24,6,2,14,4.0
Summer,Kongdoo Monster,Red,2018-07-13,CK,1,45.67,0,1,0,24,6,2,14,4.0
Split 2,ORDER,Blue,2018-07-13,OPL,1,33.8,1,0,1,31,5,1,13,3.0
Split 2,Bombers,Red,2018-07-13,OPL,0,33.8,0,1,0,31,5,1,13,3.0
Summer,Flash Wolves,Blue,2018-07-13,LMS,1,37.93,1,1,1,29,5,2,15,2.0
Summer,G-Rex,Red,2018-07-13,LMS,0,37.93,0,0,0,29,5,2,15,2.0
Summer,Griffin,Blue,2018-07-13,LCK,1,37.18,1,0,1,17,4,1,8,1.0
Summer,Gen.G,Red,2018-07-13,LCK,0,37.18,0,1,0,17,4,1,8,1.0
Split 2,Bombers,Blue,2018-07-13,OPL,0,39.83,1,1,0,24,5,2,15,1.0
Split 2,ORDER,Red,2018-07-13,OPL,1,39.83,0,0,1,24,5,2,15,1.0
Summer - W,Chong Qing Gaming,Blue,2018-07-13,LDL,1,30.03,1,0,1,25,3,1,10,
Summer - W,Oh My God Academy,Red,2018-07-13,LDL,0,30.03,0,0,0,25,3,1,10,
Summer - E,VP Game,Blue,2018-07-13,LDL,1,32.4,1,0,0,27,4,1,12,
Summer - E,SanHe Gaming,Red,2018-07-13,LDL,0,32.4,0,0,1,27,4,1,12,
Summer,Dplus KIA,Blue,2018-07-13,CK,1,26.52,1,1,1,13,3,1,11,3.0
Summer,RGA,Red,2018-07-13,CK,0,26.52,0,0,0,13,3,1,11,3.0
Summer - N,Virtual Reality Game,Blue,2018-07-13,LDL,1,38.05,0,0,1,21,4,2,13,
Summer - N,Big One Gaming,Red,2018-07-13,LDL,0,38.05,1,0,0,21,4,2,13,
Summer - S,DengKaiLi Game Team,Blue,2018-07-13,LDL,1,40.97,1,0,0,49,5,3,15,
Summer - S,OuYi Game Team,Red,2018-07-13,LDL,0,40.97,0,0,1,49,5,3,15,
Summer,Phong Vũ Buffalo,Blue,2018-07-13,VCS,1,26.65,1,1,1,27,3,1,11,3.0
Summer,Cherry Esports,Red,2018-07-13,VCS,0,26.65,0,0,0,27,3,1,11,3.0
Summer,Gen.G,Blue,2018-07-13,LCK,1,32.03,1,0,1,12,4,1,11,1.0
Summer,Griffin,Red,2018-07-13,LCK,0,32.03,0,1,0,12,4,1,11,1.0
Summer,RGA,Blue,2018-07-13,CK,0,28.02,1,0,1,16,1,0,11,2.0
Summer,Dplus KIA,Red,2018-07-13,CK,1,28.02,0,1,0,16,1,0,11,2.0
Split 2,Chiefs Esports Club,Blue,2018-07-13,OPL,0,40.87,0,1,1,42,4,2,15,3.0
Split 2,Dire Wolves,Red,2018-07-13,OPL,1,40.87,1,0,0,42,4,2,15,3.0
Summer - W,Oh My God Academy,Blue,2018-07-13,LDL,0,31.1,0,0,0,21,4,1,13,
Summer - W,Chong Qing Gaming,Red,2018-07-13,LDL,1,31.1,1,0,1,21,4,1,13,
Summer - E,SanHe Gaming,Blue,2018-07-13,LDL,0,33.12,1,0,0,19,4,2,12,
Summer - E,VP Game,Red,2018-07-13,LDL,1,33.12,0,0,1,19,4,2,12,
Summer,G-Rex,Blue,2018-07-13,LMS,0,25.55,0,0,0,26,2,1,8,1.0
Summer,Flash Wolves,Red,2018-07-13,LMS,1,25.55,1,1,1,26,2,1,8,1.0
Summer - N,Virtual Reality Game,Blue,2018-07-13,LDL,1,33.68,1,0,0,45,4,2,13,
Summer - N,Big One Gaming,Red,2018-07-13,LDL,0,33.68,0,0,1,45,4,2,13,
Summer,Top Esports,Blue,2018-07-13,LPL,0,37.33,1,1,1,23,4,1,15,2.0
Summer,Bilibili Gaming,Red,2018-07-13,LPL,1,37.33,0,0,0,23,4,1,15,2.0
Summer - S,OuYi Game Team,Blue,2018-07-13,LDL,1,30.2,1,0,1,53,2,1,12,
Summer - S,DengKaiLi Game Team,Red,2018-07-13,LDL,0,30.2,0,0,0,53,2,1,12,
Summer,Griffin,Blue,2018-07-13,LCK,1,32.75,1,1,1,16,4,1,11,2.0
Summer,Gen.G,Red,2018-07-13,LCK,0,32.75,0,0,0,16,4,1,11,2.0
Summer,Cherry Esports,Blue,2018-07-13,VCS,0,23.05,0,0,0,20,3,0,8,1.0
Summer,Phong Vũ Buffalo,Red,2018-07-13,VCS,1,23.05,1,1,1,20,3,0,8,1.0
Split 2,Dire Wolves,Blue,2018-07-13,OPL,1,33.13,0,1,1,17,4,0,8,1.0
Split 2,Chiefs Esports Club,Red,2018-07-13,OPL,0,33.13,1,0,0,17,4,0,8,1.0
Summer,Hong Kong Attitude,Blue,2018-07-13,LMS,1,44.08,0,0,1,21,5,2,14,2.0
Summer,Team Afro,Red,2018-07-13,LMS,0,44.08,1,1,0,21,5,2,14,2.0
Summer - S,OuYi Game Team,Blue,2018-07-13,LDL,0,19.28,0,0,0,29,2,0,11,
Summer - S,DengKaiLi Game Team,Red,2018-07-13,LDL,1,19.28,1,0,1,29,2,0,11,
Summer,Top Esports,Blue,2018-07-13,LPL,1,33.28,1,1,1,22,3,1,13,2.0
Summer,Bilibili Gaming,Red,2018-07-13,LPL,0,33.28,0,0,0,22,3,1,13,2.0
Summer,Crest Gaming Act,Blue,2018-07-13,LJL,0,29.05,0,0,0,23,3,1,9,1.0
Summer,PENTAGRAM,Red,2018-07-13,LJL,1,29.05,1,1,1,23,3,1,9,1.0
Summer,Hanwha Life Esports,Blue,2018-07-13,LCK,0,33.1,1,0,1,26,5,2,13,3.0
Summer,SK Telecom T1,Red,2018-07-13,LCK,1,33.1,0,1,0,26,5,2,13,3.0
Summer,Royal Never Give Up,Blue,2018-07-13,LPL,1,33.5,0,0,0,18,3,1,13,1.0
Summer,Oh My God,Red,2018-07-13,LPL,0,33.5,1,1,1,18,3,1,13,1.0
Summer,EVOS Esports,Blue,2018-07-13,VCS,1,26.58,1,1,1,17,2,1,8,1.0
Summer,Vikings Gaming,Red,2018-07-13,VCS,0,26.58,0,0,0,17,2,1,8,1.0
Summer,Top Esports,Blue,2018-07-13,LPL,0,31.27,1,0,1,21,2,1,13,1.0
Summer,Bilibili Gaming,Red,2018-07-13,LPL,1,31.27,0,1,0,21,2,1,13,1.0
Summer,Crest Gaming Act,Blue,2018-07-13,LJL,0,27.17,0,0,0,20,3,1,12,3.0
Summer,PENTAGRAM,Red,2018-07-13,LJL,1,27.17,1,1,1,20,3,1,12,3.0
Summer,Team Afro,Blue,2018-07-13,LMS,0,34.83,0,1,0,21,4,1,12,2.0
Summer,Hong Kong Attitude,Red,2018-07-13,LMS,1,34.83,1,0,1,21,4,1,12,2.0
Summer,SK Telecom T1,Blue,2018-07-13,LCK,0,31.17,1,0,0,15,3,1,12,3.0
Summer,Hanwha Life Esports,Red,2018-07-13,LCK,1,31.17,0,1,1,15,3,1,12,3.0
Summer,Oh My God,Blue,2018-07-13,LPL,0,35.18,0,0,0,32,3,1,12,3.0
Summer,Royal Never Give Up,Red,2018-07-13,LPL,1,35.18,1,1,1,32,3,1,12,3.0
Summer,Vikings Gaming,Blue,2018-07-13,VCS,0,21.28,1,0,0,27,2,1,9,1.0
Summer,EVOS Esports,Red,2018-07-13,VCS,1,21.28,0,1,1,27,2,1,9,1.0
Summer,Hanwha Life Esports,Blue,2018-07-13,LCK,1,31.48,0,0,1,31,4,1,11,1.0
Summer,SK Telecom T1,Red,2018-07-13,LCK,0,31.48,1,1,0,31,4,1,11,1.0
Summer,H2k-Gaming,Blue,2018-07-13,EU LCS,0,26.77,0,0,0,27,2,1,12,2.0
Summer,Team Vitality,Red,2018-07-13,EU LCS,1,26.77,1,1,1,27,2,1,12,2.0
Summer,Giants Gaming,Blue,2018-07-13,EU LCS,0,39.33,1,0,1,26,5,1,13,1.0
Summer,FC Schalke 04 Esports,Red,2018-07-13,EU LCS,1,39.33,0,1,0,26,5,1,13,1.0
Summer,Team ROCCAT,Blue,2018-07-13,EU LCS,1,33.35,1,1,1,28,3,1,11,1.0
Summer,Unicorns of Love,Red,2018-07-13,EU LCS,0,33.35,0,0,0,28,3,1,11,1.0
Summer,Splyce,Blue,2018-07-13,EU LCS,1,32.4,1,0,0,31,3,2,12,1.0
Summer,Fnatic,Red,2018-07-13,EU LCS,0,32.4,0,1,1,31,3,2,12,1.0
Summer,Misfits Gaming,Blue,2018-07-13,EU LCS,1,38.65,1,1,1,15,5,1,15,2.0
Summer,G2 Esports,Red,2018-07-13,EU LCS,0,38.65,0,0,0,15,5,1,15,2.0
Summer,FlyQuest Academy,Blue,2018-07-13,LCSA,1,27.48,1,1,1,18,2,1,12,3.0
Summer,OpTic Gaming Academy,Red,2018-07-13,LCSA,0,27.48,0,0,0,18,2,1,12,3.0
Summer,Clutch Gaming Academy,Blue,2018-07-13,LCSA,0,38.97,1,1,0,24,4,2,15,1.0
Summer,Cloud9 Academy,Red,2018-07-13,LCSA,1,38.97,0,0,1,24,4,2,15,1.0
Summer,TSM Academy,Blue,2018-07-14,LCSA,0,31.47,0,1,0,20,3,1,12,2.0
Summer,100 Thieves Academy,Red,2018-07-14,LCSA,1,31.47,1,0,1,20,3,1,12,2.0
Summer,Golden Guardians Academy,Blue,2018-07-14,LCSA,1,35.73,0,1,1,26,4,2,15,2.0
Summer,Echo Fox Academy,Red,2018-07-14,LCSA,0,35.73,1,0,0,26,4,2,15,2.0
Summer - W,Mighty Eagle,Blue,2018-07-14,LDL,0,34.97,1,0,0,31,4,2,10,
Summer - W,Shadow Cream,Red,2018-07-14,LDL,1,34.97,0,0,1,31,4,2,10,
Summer - N,Victory Song Gaming,Blue,2018-07-14,LDL,1,30.7,0,0,0,15,4,1,9,
Summer - N,Royal Club,Red,2018-07-14,LDL,0,30.7,1,0,1,15,4,1,9,
Summer - S,Team Fighter,Blue,2018-07-14,LDL,1,30.92,1,0,1,19,3,1,10,
Summer - S,Scorpio Game,Red,2018-07-14,LDL,0,30.92,0,0,0,19,3,1,10,
Summer - E,Unlimited Potential,Blue,2018-07-14,LDL,1,42.68,1,0,1,15,5,2,11,
Summer - E,Game Talents,Red,2018-07-14,LDL,0,42.68,0,0,0,15,5,2,11,
Summer - N,Victory Song Gaming,Blue,2018-07-14,LDL,1,24.75,1,0,0,16,2,1,13,
Summer - N,Royal Club,Red,2018-07-14,LDL,0,24.75,0,0,1,16,2,1,13,
Summer - W,Shadow Cream,Blue,2018-07-14,LDL,1,32.57,1,0,1,16,4,2,11,
Summer - W,Mighty Eagle,Red,2018-07-14,LDL,0,32.57,0,0,0,16,4,2,11,
Summer - S,Scorpio Game,Blue,2018-07-14,LDL,0,25.33,0,0,0,32,2,0,8,
Summer - S,Team Fighter,Red,2018-07-14,LDL,1,25.33,1,0,1,32,2,0,8,
Summer - E,Game Talents,Blue,2018-07-14,LDL,0,27.3,0,0,1,26,3,1,13,
Summer - E,Unlimited Potential,Red,2018-07-14,LDL,1,27.3,1,0,0,26,3,1,13,
Summer,Cherry Esports,Blue,2018-07-14,VCS,0,24.17,1,0,0,42,2,1,9,1.0
Summer,Cube Adonis,Red,2018-07-14,VCS,1,24.17,0,1,1,42,2,1,9,1.0
Summer,Snake Esports,Blue,2018-07-14,LPL,1,45.03,1,0,0,18,4,1,12,1.0
Summer,LGD Gaming,Red,2018-07-14,LPL,0,45.03,0,1,1,18,4,1,12,1.0
Summer - N,SinoDragon Gaming,Blue,2018-07-14,LDL,1,25.95,0,0,1,9,3,1,12,
Summer - N,OnlyGame,Red,2018-07-14,LDL,0,25.95,1,0,0,9,3,1,12,
Summer,Kingzone DragonX,Blue,2018-07-14,LCK,0,39.37,0,0,0,21,5,1,11,4.0
Summer,Jin Air Green Wings,Red,2018-07-14,LCK,1,39.37,1,1,1,21,5,1,11,4.0
Summer - S,SHEINOO,Blue,2018-07-14,LDL,1,28.87,1,0,1,21,3,1,11,
Summer - S,Moss Seven Club,Red,2018-07-14,LDL,0,28.87,0,0,0,21,3,1,11,
Summer - W,King of Future,Blue,2018-07-14,LDL,0,34.45,0,0,1,33,4,2,13,
Summer - W,Victorious Gaming,Red,2018-07-14,LDL,1,34.45,1,0,0,33,4,2,13,
Split 2,MAMMOTH,Blue,2018-07-14,OPL,1,42.2,1,1,0,29,1,1,13,3.0
Split 2,Tectonic,Red,2018-07-14,OPL,0,42.2,0,0,1,29,1,1,13,3.0
Summer,Cube Adonis,Blue,2018-07-14,VCS,1,25.33,0,1,1,26,3,1,8,1.0
Summer,Cherry Esports,Red,2018-07-14,VCS,0,25.33,1,0,0,26,3,1,8,1.0
Summer - E,TyLoo,Blue,2018-07-14,LDL,0,37.67,0,0,1,25,4,2,13,
Summer - E,Suning-S,Red,2018-07-14,LDL,1,37.67,1,0,0,25,4,2,13,
Summer,Unsold Stuff Gaming,Blue,2018-07-14,LJL,0,25.88,0,1,0,20,2,1,9,1.0
Summer,V3 Esports,Red,2018-07-14,LJL,1,25.88,1,0,1,20,2,1,9,1.0
Summer,MAD Team,Blue,2018-07-14,LMS,1,47.47,1,1,0,18,6,2,14,2.0
Summer,ahq eSports Club,Red,2018-07-14,LMS,0,47.47,0,0,1,18,6,2,14,2.0
Summer,LGD Gaming,Blue,2018-07-14,LPL,0,32.35,0,0,1,29,3,1,11,1.0
Summer,Snake Esports,Red,2018-07-14,LPL,1,32.35,1,1,0,29,3,1,11,1.0
Summer - N,OnlyGame,Blue,2018-07-14,LDL,0,32.22,0,0,1,24,4,1,15,
Summer - N,SinoDragon Gaming,Red,2018-07-14,LDL,1,32.22,1,0,0,24,4,1,15,
Summer - W,Victorious Gaming,Blue,2018-07-14,LDL,1,30.48,0,0,0,39,3,1,11,
Summer - W,King of Future,Red,2018-07-14,LDL,0,30.48,1,0,1,39,3,1,11,
Summer - S,Moss Seven Club,Blue,2018-07-14,LDL,1,24.7,1,0,1,23,2,1,8,
Summer - S,SHEINOO,Red,2018-07-14,LDL,0,24.7,0,0,0,23,2,1,8,
Split 2,Tectonic,Blue,2018-07-14,OPL,0,33.03,0,0,0,35,2,2,13,2.0
Split 2,MAMMOTH,Red,2018-07-14,OPL,1,33.03,1,1,1,35,2,2,13,2.0
Summer - E,TyLoo,Blue,2018-07-14,LDL,1,30.7,1,0,1,12,4,1,12,
Summer - E,Suning-S,Red,2018-07-14,LDL,0,30.7,0,0,0,12,4,1,12,
Summer,V3 Esports,Blue,2018-07-14,LJL,1,33.38,1,1,1,13,2,1,11,3.0
Summer,Unsold Stuff Gaming,Red,2018-07-14,LJL,0,33.38,0,0,0,13,2,1,11,3.0
Summer,Jin Air Green Wings,Blue,2018-07-14,LCK,0,36.67,1,0,0,29,4,1,12,2.0
Summer,Kingzone DragonX,Red,2018-07-14,LCK,1,36.67,0,1,1,29,4,1,12,2.0
Summer,Invictus Gaming,Blue,2018-07-14,LPL,1,33.08,1,1,1,13,4,1,10,2.0
Summer,FunPlus Phoenix,Red,2018-07-14,LPL,0,33.08,0,0,0,13,4,1,10,2.0
Summer - S,Moss Seven Club,Blue,2018-07-14,LDL,1,30.58,0,0,1,17,3,1,10,
Summer - S,SHEINOO,Red,2018-07-14,LDL,0,30.58,1,0,0,17,3,1,10,
Summer,Vikings Gaming,Blue,2018-07-14,VCS,0,26.08,0,0,0,34,2,1,9,1.0
Summer,Phong Vũ Buffalo,Red,2018-07-14,VCS,1,26.08,1,1,1,34,2,1,9,1.0
Summer,ahq eSports Club,Blue,2018-07-14,LMS,0,28.92,0,1,0,20,3,1,9,1.0
Summer,MAD Team,Red,2018-07-14,LMS,1,28.92,1,0,1,20,3,1,9,1.0
Summer - E,TyLoo,Blue,2018-07-14,LDL,1,31.83,0,0,0,29,3,2,13,
Summer - E,Suning-S,Red,2018-07-14,LDL,0,31.83,1,0,1,29,3,2,13,
Split 2,Legacy Esports,Blue,2018-07-14,OPL,0,27.58,1,0,0,10,4,1,11,1.0
Split 2,Avant Gaming,Red,2018-07-14,OPL,1,27.58,0,1,1,10,4,1,11,1.0
Summer,Kingzone DragonX,Blue,2018-07-14,LCK,0,39.48,1,0,0,17,5,1,13,4.0
Summer,Jin Air Green Wings,Red,2018-07-14,LCK,1,39.48,0,1,1,17,5,1,13,4.0
Summer,Invictus Gaming,Blue,2018-07-14,LPL,1,33.05,0,0,1,26,3,1,12,2.0
Summer,FunPlus Phoenix,Red,2018-07-14,LPL,0,33.05,1,1,0,26,3,1,12,2.0
Split 2,Avant Gaming,Blue,2018-07-14,OPL,1,33.43,0,0,0,31,4,1,10,1.0
Split 2,Legacy Esports,Red,2018-07-14,OPL,0,33.43,1,1,1,31,4,1,10,1.0
Summer,DetonatioN FocusMe,Blue,2018-07-14,LJL,1,28.72,0,0,0,36,3,1,12,2.0
Summer,Burning Core Toyama,Red,2018-07-14,LJL,0,28.72,1,1,1,36,3,1,12,2.0
Summer,Machi Esports,Blue,2018-07-14,LMS,1,34.15,1,1,1,27,4,1,11,1.0
Summer,Hong Kong Attitude,Red,2018-07-14,LMS,0,34.15,0,0,0,27,4,1,11,1.0
Summer,Phong Vũ Buffalo,Blue,2018-07-14,VCS,1,29.7,1,1,1,17,4,1,10,2.0
Summer,Vikings Gaming,Red,2018-07-14,VCS,0,29.7,0,0,0,17,4,1,10,2.0
Summer,MVP,Blue,2018-07-14,LCK,1,43.43,0,1,1,25,5,3,15,2.0
Summer,bbq Olivers,Red,2018-07-14,LCK,0,43.43,1,0,0,25,5,3,15,2.0
Summer,Suning,Blue,2018-07-14,LPL,0,34.13,1,0,1,19,4,1,13,1.0
Summer,Rogue Warriors,Red,2018-07-14,LPL,1,34.13,0,1,0,19,4,1,13,1.0
Summer,Burning Core Toyama,Blue,2018-07-14,LJL,0,28.52,1,1,1,28,4,1,11,1.0
Summer,DetonatioN FocusMe,Red,2018-07-14,LJL,1,28.52,0,0,0,28,4,1,11,1.0
Summer,Hong Kong Attitude,Blue,2018-07-14,LMS,1,35.18,1,0,1,18,4,1,12,2.0
Summer,Machi Esports,Red,2018-07-14,LMS,0,35.18,0,1,0,18,4,1,12,2.0
Summer,Rogue Warriors,Blue,2018-07-14,LPL,0,27.67,0,0,0,19,3,1,10,1.0
Summer,Suning,Red,2018-07-14,LPL,1,27.67,1,1,1,19,3,1,10,1.0
Summer,bbq Olivers,Blue,2018-07-14,LCK,1,28.43,1,1,0,19,3,1,12,2.0
Summer,MVP,Red,2018-07-14,LCK,0,28.43,0,0,1,19,3,1,12,2.0
Summer,HWA Gaming,Blue,2018-07-14,TCL,1,45.45,1,0,0,30,5,2,17,5.0
Summer,Royal Bandits,Red,2018-07-14,TCL,0,45.45,0,1,1,30,5,2,17,5.0
Summer,Machi Esports,Blue,2018-07-14,LMS,1,32.6,1,1,1,16,4,1,10,1.0
Summer,Hong Kong Attitude,Red,2018-07-14,LMS,0,32.6,0,0,0,16,4,1,10,1.0
Summer,Suning,Blue,2018-07-14,LPL,0,35.1,1,0,0,16,4,2,13,1.0
Summer,Rogue Warriors,Red,2018-07-14,LPL,1,35.1,0,1,1,16,4,2,13,1.0
Summer,MVP,Blue,2018-07-14,LCK,1,38.28,1,1,1,23,4,1,11,2.0
Summer,bbq Olivers,Red,2018-07-14,LCK,0,38.28,0,0,0,23,4,1,11,2.0
Summer,YouthCrew Esports,Blue,2018-07-14,TCL,1,33.5,0,1,1,33,3,1,13,3.0
Summer,Dark Passage,Red,2018-07-14,TCL,0,33.5,1,0,0,33,3,1,13,3.0
Summer,Unicorns of Love,Blue,2018-07-14,EU LCS,1,34.4,1,0,1,18,4,2,13,3.0
Summer,H2k-Gaming,Red,2018-07-14,EU LCS,0,34.4,0,1,0,18,4,2,13,3.0
Summer,Team AURORA,Blue,2018-07-14,TCL,0,40.9,1,0,0,28,6,2,16,2.0
Summer,Papara SuperMassive,Red,2018-07-14,TCL,1,40.9,0,1,1,28,6,2,16,2.0
Summer,FC Schalke 04 Esports,Blue,2018-07-14,EU LCS,1,29.83,1,0,1,17,3,1,11,3.0
Summer,Splyce,Red,2018-07-14,EU LCS,0,29.83,0,1,0,17,3,1,11,3.0
Summer,Bursaspor Esports,Blue,2018-07-14,TCL,1,34.65,1,1,0,20,3,1,13,2.0
Summer,Fenerbahçe Esports,Red,2018-07-14,TCL,0,34.65,0,0,1,20,3,1,13,2.0
Summer,G2 Esports,Blue,2018-07-14,EU LCS,0,37.75,0,0,0,37,4,1,11,1.0
Summer,Giants Gaming,Red,2018-07-14,EU LCS,1,37.75,1,1,1,37,4,1,11,1.0
,Rebirth eSports,Blue,2018-07-14,CLS,1,28.67,0,1,1,20,3,1,15,3.0
,Furious Gaming,Red,2018-07-14,CLS,0,28.67,1,0,0,20,3,1,15,3.0
,Dark Horse,Blue,2018-07-14,CLS,0,28.87,0,0,1,16,3,1,12,3.0
,Legatum,Red,2018-07-14,CLS,1,28.87,1,1,0,16,3,1,12,3.0
Summer,Fnatic,Blue,2018-07-14,EU LCS,1,27.43,1,1,1,17,3,1,12,2.0
Summer,Team ROCCAT,Red,2018-07-14,EU LCS,0,27.43,0,0,0,17,3,1,12,2.0
Summer,Misfits Gaming,Blue,2018-07-14,EU LCS,1,35.98,0,0,1,29,3,2,12,2.0
Summer,Team Vitality,Red,2018-07-14,EU LCS,0,35.98,1,1,0,29,3,2,12,2.0
,Evilvice Esports,Blue,2018-07-14,CLS,0,37.05,1,0,0,23,4,2,11,1.0
,Isurus,Red,2018-07-14,CLS,1,37.05,0,1,1,23,4,2,11,1.0
,Kaos Latin Gamers,Blue,2018-07-14,CLS,1,28.48,0,1,1,26,1,0,10,2.0
,Hafnet eSports,Red,2018-07-14,CLS,0,28.48,1,0,0,26,1,0,10,2.0
Summer,Echo Fox,Blue,2018-07-14,NA LCS,0,36.48,0,1,1,30,5,2,14,3.0
Summer,Counter Logic Gaming,Red,2018-07-14,NA LCS,1,36.48,1,0,0,30,5,2,14,3.0
Summer,100 Thieves,Blue,2018-07-14,NA LCS,1,36.3,0,0,0,29,4,2,13,2.0
Summer,TSM,Red,2018-07-14,NA LCS,0,36.3,1,1,1,29,4,2,13,2.0
,ZAGA Talent Gaming,Blue,2018-07-14,LLN,0,29.5,0,0,0,16,3,1,8,1.0
,Predators Esports,Red,2018-07-14,LLN,1,29.5,1,1,1,16,3,1,8,1.0
Summer,Clutch Gaming,Blue,2018-07-14,NA LCS,0,43.18,0,0,0,34,5,2,15,1.0
Summer,Golden Guardians,Red,2018-07-14,NA LCS,1,43.18,1,1,1,34,5,2,15,1.0
,Dash9 Gaming,Blue,2018-07-14,LLN,0,40.48,0,0,0,30,5,2,14,2.0
,Gaming Gaming,Red,2018-07-14,LLN,1,40.48,1,1,1,30,5,2,14,2.0
Summer,Team Liquid,Blue,2018-07-14,NA LCS,1,40.07,1,1,0,27,4,1,13,1.0
Summer,OpTic Gaming,Red,2018-07-14,NA LCS,0,40.07,0,0,1,27,4,1,13,1.0
,Movistar R7,Blue,2018-07-14,LLN,1,29.02,1,1,1,27,3,1,11,2.0
,Pixel Esports Club,Red,2018-07-14,LLN,0,29.02,0,0,0,27,3,1,11,2.0
Summer,Cloud9,Blue,2018-07-15,NA LCS,1,30.88,1,0,0,21,3,1,14,3.0
Summer,FlyQuest,Red,2018-07-15,NA LCS,0,30.88,0,1,1,21,3,1,14,3.0
,inf,Blue,2018-07-15,LLN,1,22.4,0,1,1,30,3,0,10,2.0
,6Sense,Red,2018-07-15,LLN,0,22.4,1,0,0,30,3,0,10,2.0
Summer - S,DengKaiLi Game Team,Blue,2018-07-15,LDL,1,25.73,1,0,1,24,3,1,10,
Summer - S,Si Yi Xuan E-Sport,Red,2018-07-15,LDL,0,25.73,0,0,0,24,3,1,10,
Summer - W,WuDu,Blue,2018-07-15,LDL,1,25.32,0,0,1,30,3,1,11,
Summer - W,Oh My God Academy,Red,2018-07-15,LDL,0,25.32,1,0,0,30,3,1,11,
Summer - N,Joy Dream,Blue,2018-07-15,LDL,0,33.2,0,0,1,31,4,1,12,
Summer - N,Big One Gaming,Red,2018-07-15,LDL,1,33.2,1,0,0,31,4,1,12,
Summer - E,SanHe Gaming,Blue,2018-07-15,LDL,0,43.75,1,0,1,51,5,2,16,
Summer - E,Young Miracles,Red,2018-07-15,LDL,1,43.75,0,0,0,51,5,2,16,
Summer - S,Si Yi Xuan E-Sport,Blue,2018-07-15,LDL,0,26.78,0,0,1,35,2,1,10,
Summer - S,DengKaiLi Game Team,Red,2018-07-15,LDL,1,26.78,1,0,0,35,2,1,10,
Summer - W,Oh My God Academy,Blue,2018-07-15,LDL,0,30.68,1,0,0,21,3,1,11,
Summer - W,WuDu,Red,2018-07-15,LDL,1,30.68,0,0,1,21,3,1,11,
Summer - N,Big One Gaming,Blue,2018-07-15,LDL,0,33.88,1,0,0,31,5,2,13,
Summer - N,Joy Dream,Red,2018-07-15,LDL,1,33.88,0,0,1,31,5,2,13,
Summer,Friends Forever Gaming,Blue,2018-07-15,VCS,1,23.15,1,1,1,37,2,1,8,1.0
Summer,FTV Esports,Red,2018-07-15,VCS,0,23.15,0,0,0,37,2,1,8,1.0
Summer - E,SanHe Gaming,Blue,2018-07-15,LDL,0,25.82,0,0,0,23,2,1,9,
Summer - E,Young Miracles,Red,2018-07-15,LDL,1,25.82,1,0,1,23,2,1,9,
Summer,KT Rolster,Blue,2018-07-15,LCK,0,42.7,0,0,0,15,4,1,13,2.0
Summer,DN Freecs,Red,2018-07-15,LCK,1,42.7,1,1,1,15,4,1,13,2.0
Summer - N,Big One Gaming,Blue,2018-07-15,LDL,0,38.9,0,0,0,35,4,1,14,
Summer - N,Joy Dream,Red,2018-07-15,LDL,1,38.9,1,0,1,35,4,1,14,
Summer - W,Chong Qing Gaming,Blue,2018-07-15,LDL,1,29.33,0,0,1,17,3,1,11,
Summer - W,People's Red Wolf Gaming,Red,2018-07-15,LDL,0,29.33,1,0,0,17,3,1,11,
Summer,MAD Team,Blue,2018-07-15,LMS,1,36.08,1,1,0,19,4,2,15,3.0
Summer,Team Afro,Red,2018-07-15,LMS,0,36.08,0,0,1,19,4,2,15,3.0
Summer - S,OuYi Game Team,Blue,2018-07-15,LDL,0,23.97,0,0,0,27,3,1,10,
Summer - S,Rogue Warriors Shark,Red,2018-07-15,LDL,1,23.97,1,0,1,27,3,1,10,
Summer,FTV Esports,Blue,2018-07-15,VCS,1,30.0,0,1,1,33,3,1,13,3.0
Summer,Friends Forever Gaming,Red,2018-07-15,VCS,0,30.0,1,0,0,33,3,1,13,3.0
Summer - E,Vortex Team,Blue,2018-07-15,LDL,0,25.97,1,0,0,30,2,1,11,
Summer - E,VP Game,Red,2018-07-15,LDL,1,25.97,0,0,1,30,2,1,11,
Summer - S,Rogue Warriors Shark,Blue,2018-07-15,LDL,1,25.73,1,0,1,26,2,0,10,
Summer - S,OuYi Game Team,Red,2018-07-15,LDL,0,25.73,0,0,0,26,2,0,10,
Summer - W,People's Red Wolf Gaming,Blue,2018-07-15,LDL,1,32.75,1,0,1,20,2,1,12,
Summer - W,Chong Qing Gaming,Red,2018-07-15,LDL,0,32.75,0,0,0,20,2,1,12,
Summer,JD Gaming,Blue,2018-07-15,LPL,1,39.05,1,0,0,22,2,1,14,4.0
Summer,Team WE,Red,2018-07-15,LPL,0,39.05,0,1,1,22,2,1,14,4.0
Summer,Friends Forever Gaming,Blue,2018-07-15,VCS,0,17.93,0,0,0,17,2,0,7,1.0
Summer,FTV Esports,Red,2018-07-15,VCS,1,17.93,1,1,1,17,2,0,7,1.0
