split,teamname,side,date,league,result,gamelength,firstblood,firstdragon,firsttower,totalKills,totalDragons,totalBarons,totalTowers,totalInhibitors
Spring,XDG Gaming,Blue,2014-03-01,NA LCS,1,52.37,0,0,1,40,0,3,16,2.0
Spring,Cloud9,Red,2014-03-01,NA LCS,0,52.37,1,1,0,40,0,3,16,2.0
Spring,Counter Logic Gaming,Blue,2014-03-01,NA LCS,1,51.63,1,0,1,23,0,2,17,3.0
Spring,Team Curse,Red,2014-03-01,NA LCS,0,51.63,0,1,0,23,0,2,17,3.0
Spring,Dignitas,Blue,2014-03-01,NA LCS,0,38.72,1,0,1,35,0,2,17,3.0
Spring,TSM,Red,2014-03-01,NA LCS,1,38.72,0,1,0,35,0,2,17,3.0
Spring,Team Coast,Blue,2014-03-01,NA LCS,1,31.43,1,0,1,22,0,1,13,2.0
Spring,Evil Geniuses,Red,2014-03-01,NA LCS,0,31.43,0,1,0,22,0,1,13,2.0
Spring,Cloud9,Blue,2014-03-02,NA LCS,1,28.02,1,0,1,17,0,1,10,1.0
Spring,TSM,Red,2014-03-02,NA LCS,0,28.02,0,1,0,17,0,1,10,1.0
Spring,Evil Geniuses,Blue,2014-03-02,NA LCS,0,46.8,0,0,1,43,0,2,15,2.0
Spring,Dignitas,Red,2014-03-02,NA LCS,1,46.8,1,1,0,43,0,2,15,2.0
Spring,XDG Gaming,Blue,2014-03-02,NA LCS,0,26.38,0,0,0,15,0,1,11,3.0
Spring,Counter Logic Gaming,Red,2014-03-02,NA LCS,1,26.38,1,1,1,15,0,1,11,3.0
Spring,Team Curse,Blue,2014-03-02,NA LCS,0,38.87,1,0,0,35,0,2,16,4.0
Spring,Team Coast,Red,2014-03-02,NA LCS,1,38.87,0,1,1,35,0,2,16,4.0
Spring,Copenhagen Wolves,Blue,2014-03-04,EU LCS,1,46.68,1,1,1,21,0,2,14,1.0
Spring,Fnatic,Red,2014-03-04,EU LCS,0,46.68,0,0,0,21,0,2,14,1.0
Spring,Team ROCCAT,Blue,2014-03-04,EU LCS,1,59.45,1,1,1,32,0,4,16,3.0
Spring,Gambit Gaming,Red,2014-03-04,EU LCS,0,59.45,0,0,0,32,0,4,16,3.0
Spring,SK Gaming,Blue,2014-03-04,EU LCS,1,51.33,0,0,0,35,0,1,13,2.0
Spring,Millenium,Red,2014-03-04,EU LCS,0,51.33,1,1,1,35,0,1,13,2.0
Spring,SUPA HOT CREW,Blue,2014-03-04,EU LCS,0,43.3,0,0,1,25,0,2,15,2.0
Spring,Alliance,Red,2014-03-04,EU LCS,1,43.3,1,1,0,25,0,2,15,2.0
Spring,Team ROCCAT,Blue,2014-03-04,EU LCS,0,47.25,1,1,1,22,0,2,14,2.0
Spring,Millenium,Red,2014-03-04,EU LCS,1,47.25,0,0,0,22,0,2,14,2.0
Spring,Gambit Gaming,Blue,2014-03-05,EU LCS,1,36.18,0,1,0,31,0,1,11,1.0
Spring,SK Gaming,Red,2014-03-05,EU LCS,0,36.18,1,0,1,31,0,1,11,1.0
Spring,Copenhagen Wolves,Blue,2014-03-05,EU LCS,0,39.68,0,0,0,13,0,2,14,4.0
Spring,Alliance,Red,2014-03-05,EU LCS,1,39.68,1,1,1,13,0,2,14,4.0
Spring,Fnatic,Blue,2014-03-05,EU LCS,1,43.43,1,0,1,30,0,1,13,4.0
Spring,SUPA HOT CREW,Red,2014-03-05,EU LCS,0,43.43,0,1,0,30,0,1,13,4.0
Spring,Gambit Gaming,Blue,2014-03-05,EU LCS,1,45.35,0,0,0,36,0,2,14,2.0
Spring,Copenhagen Wolves,Red,2014-03-05,EU LCS,0,45.35,1,1,1,36,0,2,14,2.0
Spring,Alliance,Blue,2014-03-05,EU LCS,1,38.7,0,0,0,24,0,1,14,4.0
Spring,Team ROCCAT,Red,2014-03-05,EU LCS,0,38.7,1,1,1,24,0,1,14,4.0
Spring,Millenium,Blue,2014-03-05,EU LCS,0,30.17,1,0,0,26,0,1,11,1.0
Spring,Fnatic,Red,2014-03-05,EU LCS,1,30.17,0,1,1,26,0,1,11,1.0
Spring,Cloud9 Eclipse,Blue,2014-03-05,EU CS,0,44.8,1,0,1,34,0,1,14,1.0
Spring,Departed,Red,2014-03-05,EU CS,1,44.8,0,1,0,34,0,1,14,1.0
Spring,Departed,Blue,2014-03-05,EU CS,1,29.42,1,1,1,31,0,0,10,1.0
Spring,Cloud9 Eclipse,Red,2014-03-05,EU CS,0,29.42,0,0,0,31,0,0,10,1.0
Spring,Alliance,Blue,2014-03-06,EU LCS,1,43.97,1,1,0,25,0,2,14,2.0
Spring,Gambit Gaming,Red,2014-03-06,EU LCS,0,43.97,0,0,1,25,0,2,14,2.0
Spring,SK Gaming,Blue,2014-03-06,EU LCS,1,33.65,0,1,1,12,0,1,9,1.0
Spring,Team ROCCAT,Red,2014-03-06,EU LCS,0,33.65,1,0,0,12,0,1,9,1.0
Spring,Millenium,Blue,2014-03-06,EU LCS,1,35.65,0,0,1,16,0,1,13,2.0
Spring,SUPA HOT CREW,Red,2014-03-06,EU LCS,0,35.65,1,1,0,16,0,1,13,2.0
Spring,Fnatic,Blue,2014-03-06,EU LCS,0,27.13,1,0,1,14,0,1,12,2.0
Spring,SK Gaming,Red,2014-03-06,EU LCS,1,27.13,0,1,0,14,0,1,12,2.0
Spring,SUPA HOT CREW,Blue,2014-03-06,EU LCS,0,34.25,0,0,0,34,0,1,12,1.0
Spring,Copenhagen Wolves,Red,2014-03-06,EU LCS,1,34.25,1,1,1,34,0,1,12,1.0
Spring,Awsomniac,Blue,2014-03-06,EU CS,0,53.57,0,0,0,44,0,4,15,3.0
Spring,Steve Bakes Cookies,Red,2014-03-06,EU CS,1,53.57,1,1,1,44,0,4,15,3.0
Spring,Steve Bakes Cookies,Blue,2014-03-06,EU CS,0,30.07,1,0,0,33,0,1,11,2.0
Spring,Awsomniac,Red,2014-03-06,EU CS,1,30.07,0,1,1,33,0,1,11,2.0
Spring,Awsomniac,Blue,2014-03-06,EU CS,1,38.75,1,0,0,25,0,1,12,1.0
Spring,Steve Bakes Cookies,Red,2014-03-06,EU CS,0,38.75,0,1,1,25,0,1,12,1.0
Spring,Evil Geniuses,Blue,2014-03-07,NA LCS,0,29.92,0,0,0,21,0,1,9,1.0
Spring,Cloud9,Red,2014-03-07,NA LCS,1,29.92,1,1,1,21,0,1,9,1.0
Spring,Team Coast,Blue,2014-03-07,NA LCS,0,41.63,1,0,1,32,0,2,14,4.0
Spring,TSM,Red,2014-03-07,NA LCS,1,41.63,0,1,0,32,0,2,14,4.0
Spring,Counter Logic Gaming,Blue,2014-03-07,NA LCS,1,35.92,1,0,1,24,0,2,17,2.0
Spring,Dignitas,Red,2014-03-07,NA LCS,0,35.92,0,1,0,24,0,2,17,2.0
Spring,Team Curse,Blue,2014-03-07,NA LCS,1,62.43,0,0,0,30,0,3,16,3.0
Spring,XDG Gaming,Red,2014-03-07,NA LCS,0,62.43,1,1,1,30,0,3,16,3.0
Spring,Team Coast,Blue,2014-03-08,NA LCS,0,44.27,0,1,1,20,0,3,18,5.0
Spring,Dignitas,Red,2014-03-08,NA LCS,1,44.27,1,0,0,20,0,3,18,5.0
Spring,TSM,Blue,2014-03-08,NA LCS,1,24.42,0,0,1,21,0,1,10,3.0
Spring,Counter Logic Gaming,Red,2014-03-08,NA LCS,0,24.42,1,1,0,21,0,1,10,3.0
Spring,Evil Geniuses,Blue,2014-03-08,NA LCS,1,31.13,1,0,1,27,0,1,10,1.0
Spring,XDG Gaming,Red,2014-03-08,NA LCS,0,31.13,0,1,0,27,0,1,10,1.0
Spring,Cloud9,Blue,2014-03-08,NA LCS,1,41.42,0,0,1,31,0,1,12,1.0
Spring,Team Curse,Red,2014-03-08,NA LCS,0,41.42,1,1,0,31,0,1,12,1.0
Spring,TSM,Blue,2014-03-08,NA LCS,1,26.88,1,1,1,35,0,1,13,3.0
Spring,Evil Geniuses,Red,2014-03-08,NA LCS,0,26.88,0,0,0,35,0,1,13,3.0
Spring,XDG Gaming,Blue,2014-03-09,NA LCS,1,53.78,1,0,1,33,0,2,13,3.0
Spring,Team Coast,Red,2014-03-09,NA LCS,0,53.78,0,1,0,33,0,2,13,3.0
Spring,Dignitas,Blue,2014-03-09,NA LCS,0,42.47,1,1,0,39,0,2,16,3.0
Spring,Cloud9,Red,2014-03-09,NA LCS,1,42.47,0,0,1,39,0,2,16,3.0
Spring,LMQ,Blue,2014-03-09,NA CS,0,40.8,0,0,0,36,0,2,11,2.0
Spring,Team 8,Red,2014-03-09,NA CS,1,40.8,1,1,1,36,0,2,11,2.0
Spring,Team 8,Blue,2014-03-09,NA CS,0,26.47,0,0,0,14,0,1,9,1.0
Spring,LMQ,Red,2014-03-09,NA CS,1,26.47,1,1,1,14,0,1,9,1.0
Spring,LMQ,Blue,2014-03-09,NA CS,1,31.13,1,1,1,31,0,1,13,1.0
Spring,Team 8,Red,2014-03-09,NA CS,0,31.13,0,0,0,31,0,1,13,1.0
Spring,XDG Gaming,Blue,2014-03-09,NA LCS,0,27.97,0,0,0,22,0,1,7,1.0
Spring,TSM,Red,2014-03-09,NA LCS,1,27.97,1,1,1,22,0,1,7,1.0
Spring,Counter Logic Gaming,Blue,2014-03-09,NA LCS,1,29.82,1,1,1,24,0,1,12,3.0
Spring,Team Coast,Red,2014-03-09,NA LCS,0,29.82,0,0,0,24,0,1,12,3.0
Spring,Dignitas,Blue,2014-03-09,NA LCS,0,31.53,0,0,0,19,0,2,14,5.0
Spring,Team Curse,Red,2014-03-09,NA LCS,1,31.53,1,1,1,19,0,2,14,5.0
Spring,Cloud9,Blue,2014-03-09,NA LCS,1,27.5,0,1,1,37,0,1,13,1.0
Spring,Counter Logic Gaming,Red,2014-03-09,NA LCS,0,27.5,1,0,0,37,0,1,13,1.0
Spring,Team Curse,Blue,2014-03-09,NA LCS,1,38.22,1,0,0,41,0,2,14,2.0
Spring,Evil Geniuses,Red,2014-03-09,NA LCS,0,38.22,0,1,1,41,0,2,14,2.0
Spring,Team LoLPro,Blue,2014-03-10,NA CS,1,47.47,0,0,1,20,0,2,15,4.0
Spring,vVv Gaming,Red,2014-03-10,NA CS,0,47.47,1,1,0,20,0,2,15,4.0
Spring,vVv Gaming,Blue,2014-03-10,NA CS,1,49.73,1,1,0,52,0,2,14,2.0
Spring,Team LoLPro,Red,2014-03-10,NA CS,0,49.73,0,0,1,52,0,2,14,2.0
Spring,Team LoLPro,Blue,2014-03-10,NA CS,0,35.97,0,1,0,24,0,1,11,1.0
Spring,vVv Gaming,Red,2014-03-10,NA CS,1,35.97,1,0,1,24,0,1,11,1.0
Spring,MOUZ NXT,Blue,2014-03-12,EU CS,0,45.47,1,0,1,38,0,2,17,3.0
Spring,Reason Gaming,Red,2014-03-12,EU CS,1,45.47,0,1,0,38,0,2,17,3.0
Spring,Reason Gaming,Blue,2014-03-12,EU CS,1,51.4,0,0,1,44,0,3,16,5.0
Spring,MOUZ NXT,Red,2014-03-12,EU CS,0,51.4,1,1,0,44,0,3,16,5.0
Spring,Ninjas in Pyjamas,Blue,2014-03-12,EU CS,1,46.65,0,0,0,15,0,1,13,3.0
Spring,Gamers2,Red,2014-03-12,EU CS,0,46.65,1,1,1,15,0,1,13,3.0
Spring,Ninjas in Pyjamas,Blue,2014-03-12,EU CS,1,56.02,0,0,0,27,0,1,15,3.0
Spring,Gamers2,Red,2014-03-12,EU CS,0,56.02,1,1,1,27,0,1,15,3.0
Spring,compLexity.Red,Blue,2014-03-14,NA CS,0,38.7,0,1,1,22,0,2,12,4.0
Spring,Curse Academy,Red,2014-03-14,NA CS,1,38.7,1,0,0,22,0,2,12,4.0
Spring,Curse Academy,Blue,2014-03-14,NA CS,1,31.87,1,1,0,28,0,1,14,5.0
Spring,compLexity.Red,Red,2014-03-14,NA CS,0,31.87,0,0,1,28,0,1,14,5.0
Spring,Gambit Gaming,Blue,2014-03-20,EU LCS,0,34.48,0,0,1,27,0,1,11,1.0
Spring,Alliance,Red,2014-03-20,EU LCS,1,34.48,1,1,0,27,0,1,11,1.0
Spring,SUPA HOT CREW,Blue,2014-03-20,EU LCS,1,36.8,1,0,1,16,0,1,12,1.0
Spring,Millenium,Red,2014-03-20,EU LCS,0,36.8,0,1,0,16,0,1,12,1.0
Spring,Team ROCCAT,Blue,2014-03-20,EU LCS,0,40.82,0,0,1,24,0,1,14,3.0
Spring,Fnatic,Red,2014-03-20,EU LCS,1,40.82,1,1,0,24,0,1,14,3.0
Spring,Copenhagen Wolves,Blue,2014-03-20,EU LCS,0,33.77,1,0,1,13,0,1,13,1.0
Spring,SK Gaming,Red,2014-03-20,EU LCS,1,33.77,0,1,0,13,0,1,13,1.0
Spring,Gambit Gaming,Blue,2014-03-21,EU LCS,1,31.18,1,1,1,37,0,1,12,3.0
Spring,Millenium,Red,2014-03-21,EU LCS,0,31.18,0,0,0,37,0,1,12,3.0
Spring,Team ROCCAT,Blue,2014-03-21,EU LCS,1,25.98,1,1,1,17,0,1,12,2.0
Spring,SK Gaming,Red,2014-03-21,EU LCS,0,25.98,0,0,0,17,0,1,12,2.0
Spring,Alliance,Blue,2014-03-21,EU LCS,1,37.75,1,0,0,31,0,2,14,1.0
Spring,SUPA HOT CREW,Red,2014-03-21,EU LCS,0,37.75,0,1,1,31,0,2,14,1.0
Spring,Fnatic,Blue,2014-03-21,EU LCS,1,37.68,0,0,0,23,0,2,13,1.0
Spring,Copenhagen Wolves,Red,2014-03-21,EU LCS,0,37.68,1,1,1,23,0,2,13,1.0
Spring,Ninjas in Pyjamas,Blue,2014-03-21,EU CS,1,34.35,1,1,0,16,0,2,10,1.0
Spring,Reason Gaming,Red,2014-03-21,EU CS,0,34.35,0,0,1,16,0,2,10,1.0
Spring,Reason Gaming,Blue,2014-03-21,EU CS,0,38.62,0,1,1,21,0,1,10,1.0
Spring,Ninjas in Pyjamas,Red,2014-03-21,EU CS,1,38.62,1,0,0,21,0,1,10,1.0
Spring,TSM,Blue,2014-03-22,NA LCS,1,32.32,1,0,1,25,0,1,12,2.0
Spring,XDG Gaming,Red,2014-03-22,NA LCS,0,32.32,0,1,0,25,0,1,12,2.0
Spring,Team Curse,Blue,2014-03-22,NA LCS,1,47.73,1,1,1,28,0,2,13,5.0
Spring,Dignitas,Red,2014-03-22,NA LCS,0,47.73,0,0,0,28,0,2,13,5.0
Spring,Team Coast,Blue,2014-03-22,NA LCS,0,27.25,1,0,1,30,0,0,9,2.0
Spring,Cloud9,Red,2014-03-22,NA LCS,1,27.25,0,1,0,30,0,0,9,2.0
Spring,Evil Geniuses,Blue,2014-03-22,NA LCS,0,32.85,0,1,0,35,0,1,12,2.0
Spring,Counter Logic Gaming,Red,2014-03-22,NA LCS,1,32.85,1,0,1,35,0,1,12,2.0
Spring,LMQ,Blue,2014-03-22,NA CS,1,23.07,1,1,1,16,0,1,8,1.0
Spring,vVv Gaming,Red,2014-03-22,NA CS,0,23.07,0,0,0,16,0,1,8,1.0
Spring,TSM,Blue,2014-03-23,NA LCS,1,23.92,1,0,1,23,0,1,11,1.0
Spring,Dignitas,Red,2014-03-23,NA LCS,0,23.92,0,1,0,23,0,1,11,1.0
Spring,Team Coast,Blue,2014-03-23,NA LCS,0,44.97,1,0,1,52,0,2,14,3.0
Spring,Counter Logic Gaming,Red,2014-03-23,NA LCS,1,44.97,0,1,0,52,0,2,14,3.0
Spring,XDG Gaming,Blue,2014-03-23,NA LCS,1,52.12,1,0,1,30,0,3,16,3.0
Spring,Team Curse,Red,2014-03-23,NA LCS,0,52.12,0,1,0,30,0,3,16,3.0
Spring,Cloud9,Blue,2014-03-23,NA LCS,1,28.82,1,1,1,30,0,1,9,1.0
Spring,Evil Geniuses,Red,2014-03-23,NA LCS,0,28.82,0,0,0,30,0,1,9,1.0
Spring,Millenium,Blue,2014-03-27,EU LCS,0,35.45,1,1,0,21,0,1,10,1.0
Spring,Copenhagen Wolves,Red,2014-03-27,EU LCS,1,35.45,0,0,1,21,0,1,10,1.0
Spring,Team ROCCAT,Blue,2014-03-27,EU LCS,0,42.07,0,0,1,19,0,2,13,4.0
Spring,Alliance,Red,2014-03-27,EU LCS,1,42.07,1,1,0,19,0,2,13,4.0
Spring,SUPA HOT CREW,Blue,2014-03-27,EU LCS,0,38.13,0,1,0,25,0,2,11,4.0
Spring,Fnatic,Red,2014-03-27,EU LCS,1,38.13,1,0,1,25,0,2,11,4.0
Spring,Team Coast Gold,Blue,2014-03-27,EU CS,0,37.02,1,1,1,28,0,2,16,3.0
Spring,Reason Gaming,Red,2014-03-27,EU CS,1,37.02,0,0,0,28,0,2,16,3.0
Spring,Reason Gaming,Blue,2014-03-27,EU CS,1,27.73,1,0,1,40,0,0,11,1.0
Spring,Team Coast Gold,Red,2014-03-27,EU CS,0,27.73,0,1,0,40,0,0,11,1.0
Spring,SK Gaming,Blue,2014-03-28,EU LCS,0,44.17,0,0,1,30,0,2,13,2.0
Spring,Alliance,Red,2014-03-28,EU LCS,1,44.17,1,1,0,30,0,2,13,2.0
Spring,SUPA HOT CREW,Blue,2014-03-28,EU LCS,1,56.6,0,0,1,22,0,3,16,6.0
Spring,Gambit Gaming,Red,2014-03-28,EU LCS,0,56.6,1,1,0,22,0,3,16,6.0
Spring,Fnatic,Blue,2014-03-28,EU LCS,1,39.07,1,1,1,26,0,2,13,2.0
Spring,Millenium,Red,2014-03-28,EU LCS,0,39.07,0,0,0,26,0,2,13,2.0
Spring,Copenhagen Wolves,Blue,2014-03-28,EU LCS,0,39.48,0,0,1,10,0,2,14,4.0
Spring,Team ROCCAT,Red,2014-03-28,EU LCS,1,39.48,1,1,0,10,0,2,14,4.0
Spring,SK Gaming,Blue,2014-03-28,EU LCS,1,36.32,1,1,1,36,0,1,13,4.0
Spring,Gambit Gaming,Red,2014-03-28,EU LCS,0,36.32,0,0,0,36,0,1,13,4.0
Spring,Ninjas in Pyjamas,Blue,2014-03-28,EU CS,1,41.98,0,1,0,21,0,1,11,1.0
Spring,Denial eSports.Europe,Red,2014-03-28,EU CS,0,41.98,1,0,1,21,0,1,11,1.0
Spring,Denial eSports.Europe,Blue,2014-03-28,EU CS,0,34.7,0,0,0,19,0,2,12,3.0
Spring,Ninjas in Pyjamas,Red,2014-03-28,EU CS,1,34.7,1,1,1,19,0,2,12,3.0
Spring,Dignitas,Blue,2014-03-29,NA LCS,1,51.68,1,0,0,35,0,3,17,5.0
Spring,Evil Geniuses,Red,2014-03-29,NA LCS,0,51.68,0,1,1,35,0,3,17,5.0
Spring,Counter Logic Gaming,Blue,2014-03-29,NA LCS,1,37.02,1,1,1,35,0,1,12,1.0
Spring,TSM,Red,2014-03-29,NA LCS,0,37.02,0,0,0,35,0,1,12,1.0
Spring,Team Coast,Blue,2014-03-29,NA LCS,1,45.67,0,0,1,29,0,1,13,1.0
Spring,XDG Gaming,Red,2014-03-29,NA LCS,0,45.67,1,1,0,29,0,1,13,1.0
Spring,Team Curse,Blue,2014-03-29,NA LCS,0,32.23,0,0,0,23,0,1,13,1.0
Spring,Cloud9,Red,2014-03-29,NA LCS,1,32.23,1,1,1,23,0,1,13,1.0
Spring,vVv Gaming,Blue,2014-03-29,NA CS,0,51.35,0,1,0,46,0,2,16,5.0
Spring,Curse Academy,Red,2014-03-29,NA CS,1,51.35,1,0,1,46,0,2,16,5.0
Spring,Curse Academy,Blue,2014-03-30,NA CS,1,34.85,1,1,1,28,0,2,13,4.0
Spring,vVv Gaming,Red,2014-03-30,NA CS,0,34.85,0,0,0,28,0,2,13,4.0
Spring,Counter Logic Gaming,Blue,2014-03-30,NA LCS,1,29.13,1,1,1,23,0,1,11,1.0
Spring,XDG Gaming,Red,2014-03-30,NA LCS,0,29.13,0,0,0,23,0,1,11,1.0
Spring,Team Curse,Blue,2014-03-30,NA LCS,0,39.42,1,1,1,28,0,2,13,1.0
Spring,TSM,Red,2014-03-30,NA LCS,1,39.42,0,0,0,28,0,2,13,1.0
Spring,Cloud9,Blue,2014-03-30,NA LCS,1,41.15,1,0,1,48,0,2,11,3.0
Spring,Dignitas,Red,2014-03-30,NA LCS,0,41.15,0,1,0,48,0,2,11,3.0
Spring,Evil Geniuses,Blue,2014-03-30,NA LCS,0,51.05,1,1,1,33,0,3,16,3.0
Spring,Team Coast,Red,2014-03-30,NA LCS,1,51.05,0,0,0,33,0,3,16,3.0
Spring,LMQ,Blue,2014-03-30,NA CS,1,36.62,1,1,1,17,0,1,13,3.0
Spring,Cloud9 Tempest,Red,2014-03-30,NA CS,0,36.62,0,0,0,17,0,1,13,3.0
Spring,Cloud9 Tempest,Blue,2014-03-31,NA CS,0,44.97,0,0,1,29,0,2,15,2.0
Spring,LMQ,Red,2014-03-31,NA CS,1,44.97,1,1,0,29,0,2,15,2.0
Spring,Fnatic,Blue,2014-04-01,EU LCS,1,50.62,1,1,1,24,0,2,16,2.0
Spring,Alliance,Red,2014-04-01,EU LCS,0,50.62,0,0,0,24,0,2,16,2.0
Spring,Team ROCCAT,Blue,2014-04-01,EU LCS,1,32.08,1,0,0,22,0,1,12,2.0
Spring,SUPA HOT CREW,Red,2014-04-01,EU LCS,0,32.08,0,1,1,22,0,1,12,2.0
Spring,SK Gaming,Blue,2014-04-01,EU LCS,1,38.52,0,1,1,27,0,1,11,1.0
Spring,Fnatic,Red,2014-04-01,EU LCS,0,38.52,1,0,0,27,0,1,11,1.0
Spring,Millenium,Blue,2014-04-01,EU LCS,1,35.58,0,0,0,51,0,1,13,2.0
Spring,SUPA HOT CREW,Red,2014-04-01,EU LCS,0,35.58,1,1,1,51,0,1,13,2.0
Spring,Copenhagen Wolves,Blue,2014-04-01,EU LCS,1,41.62,0,0,1,20,0,2,15,5.0
Spring,Gambit Gaming,Red,2014-04-01,EU LCS,0,41.62,1,1,0,20,0,2,15,5.0
Spring,Denial eSports.Europe,Blue,2014-04-01,EU CS,1,26.48,1,0,0,16,0,0,12,1.0
Spring,Team Coast Gold,Red,2014-04-01,EU CS,0,26.48,0,1,1,16,0,0,12,1.0
Spring,Team Coast Gold,Blue,2014-04-01,EU CS,0,38.0,0,0,1,34,0,1,10,1.0
Spring,Denial eSports.Europe,Red,2014-04-01,EU CS,1,38.0,1,1,0,34,0,1,10,1.0
Spring,Alliance,Blue,2014-04-02,EU LCS,0,50.07,0,0,0,43,0,2,15,4.0
Spring,Millenium,Red,2014-04-02,EU LCS,1,50.07,1,1,1,43,0,2,15,4.0
Spring,Gambit Gaming,Blue,2014-04-02,EU LCS,1,24.9,0,1,1,14,0,0,12,4.0
Spring,Team ROCCAT,Red,2014-04-02,EU LCS,0,24.9,1,0,0,14,0,0,12,4.0
Spring,SUPA HOT CREW,Blue,2014-04-02,EU LCS,0,41.68,1,0,1,18,0,1,13,2.0
Spring,SK Gaming,Red,2014-04-02,EU LCS,1,41.68,0,1,0,18,0,1,13,2.0
Spring,Millenium,Blue,2014-04-02,EU LCS,0,29.72,0,1,0,14,0,1,10,2.0
Spring,Team ROCCAT,Red,2014-04-02,EU LCS,1,29.72,1,0,1,14,0,1,10,2.0
Spring,SK Gaming,Blue,2014-04-02,EU LCS,1,29.02,1,1,1,22,0,1,13,1.0
Spring,Copenhagen Wolves,Red,2014-04-02,EU LCS,0,29.02,0,0,0,22,0,1,13,1.0
Spring,Gambit Gaming,Blue,2014-04-02,EU LCS,0,43.28,0,0,0,23,0,2,12,4.0
Spring,Fnatic,Red,2014-04-02,EU LCS,1,43.28,1,1,1,23,0,2,12,4.0
Spring,Reason Gaming,Blue,2014-04-02,EU CS,1,37.45,1,0,1,24,0,1,12,2.0
Spring,MOUZ NXT,Red,2014-04-02,EU CS,0,37.45,0,1,0,24,0,1,12,2.0
Spring,MOUZ NXT,Blue,2014-04-02,EU CS,1,45.33,1,1,1,41,0,2,13,2.0
Spring,Reason Gaming,Red,2014-04-02,EU CS,0,45.33,0,0,0,41,0,2,13,2.0
Spring,Reason Gaming,Blue,2014-04-02,EU CS,1,25.15,0,1,0,17,0,0,11,1.0
Spring,MOUZ NXT,Red,2014-04-02,EU CS,0,25.15,1,0,1,17,0,0,11,1.0
Spring,Millenium,Blue,2014-04-03,EU LCS,0,28.5,0,0,0,35,0,1,11,2.0
Spring,SK Gaming,Red,2014-04-03,EU LCS,1,28.5,1,1,1,35,0,1,11,2.0
Spring,Copenhagen Wolves,Blue,2014-04-03,EU LCS,1,35.9,0,1,1,41,0,2,15,6.0
Spring,SUPA HOT CREW,Red,2014-04-03,EU LCS,0,35.9,1,0,0,41,0,2,15,6.0
Spring,Alliance,Blue,2014-04-03,EU LCS,1,36.85,1,0,1,17,0,0,14,1.0
Spring,Gambit Gaming,Red,2014-04-03,EU LCS,0,36.85,0,1,0,17,0,0,14,1.0
Spring,Fnatic,Blue,2014-04-03,EU LCS,1,36.92,0,0,1,12,0,2,13,3.0
Spring,Team ROCCAT,Red,2014-04-03,EU LCS,0,36.92,1,1,0,12,0,2,13,3.0
Spring,Alliance,Blue,2014-04-03,EU LCS,1,45.13,1,0,0,27,0,2,14,1.0
Spring,Copenhagen Wolves,Red,2014-04-03,EU LCS,0,45.13,0,1,1,27,0,2,14,1.0
Spring,Cloud9,Blue,2014-04-04,NA LCS,1,35.47,1,1,1,17,0,0,9,1.0
Spring,XDG Gaming,Red,2014-04-04,NA LCS,0,35.47,0,0,0,17,0,0,9,1.0
Spring,Team Coast,Blue,2014-04-04,NA LCS,0,36.12,0,0,0,20,0,1,15,1.0
Spring,Team Curse,Red,2014-04-04,NA LCS,1,36.12,1,1,1,20,0,1,15,1.0
Spring,Counter Logic Gaming,Blue,2014-04-04,NA LCS,0,43.5,1,1,0,41,0,3,16,6.0
Spring,Cloud9,Red,2014-04-04,NA LCS,1,43.5,0,0,1,41,0,3,16,6.0
Spring,Dignitas,Blue,2014-04-04,NA LCS,1,36.78,1,0,1,26,0,1,16,2.0
Spring,Team Curse,Red,2014-04-04,NA LCS,0,36.78,0,1,0,26,0,1,16,2.0
Spring,Evil Geniuses,Blue,2014-04-04,NA LCS,0,35.75,0,0,0,22,0,1,12,1.0
Spring,TSM,Red,2014-04-04,NA LCS,1,35.75,1,1,1,22,0,1,12,1.0
Spring,compLexity.Black,Blue,2014-04-05,NA CS,1,27.48,1,0,1,14,0,1,13,3.0
Spring,compLexity.Red,Red,2014-04-05,NA CS,0,27.48,0,1,0,14,0,1,13,3.0
Spring,compLexity.Red,Blue,2014-04-05,NA CS,0,22.93,0,0,0,12,0,1,13,1.0
Spring,compLexity.Black,Red,2014-04-05,NA CS,1,22.93,1,1,1,12,0,1,13,1.0
Spring,XDG Gaming,Blue,2014-04-05,NA LCS,0,34.12,0,1,1,21,0,1,16,3.0
Spring,Dignitas,Red,2014-04-05,NA LCS,1,34.12,1,0,0,21,0,1,16,3.0
Spring,TSM,Blue,2014-04-05,NA LCS,1,41.87,1,0,1,30,0,1,15,2.0
Spring,Team Coast,Red,2014-04-05,NA LCS,0,41.87,0,1,0,30,0,1,15,2.0
Spring,Team Curse,Blue,2014-04-05,NA LCS,1,36.25,1,1,1,32,0,2,16,3.0
Spring,Counter Logic Gaming,Red,2014-04-05,NA LCS,0,36.25,0,0,0,32,0,2,16,3.0
Spring,Dignitas,Blue,2014-04-05,NA LCS,0,50.35,1,0,1,48,0,2,16,3.0
Spring,Team Coast,Red,2014-04-05,NA LCS,1,50.35,0,1,0,48,0,2,16,3.0
Spring,Counter Logic Gaming,Blue,2014-04-05,NA LCS,1,29.73,1,1,1,20,0,1,12,3.0
Spring,Evil Geniuses,Red,2014-04-05,NA LCS,0,29.73,0,0,0,20,0,1,12,3.0
Spring,TSM,Blue,2014-04-06,NA LCS,0,32.7,0,0,0,21,0,0,11,1.0
Spring,Cloud9,Red,2014-04-06,NA LCS,1,32.7,1,1,1,21,0,0,11,1.0
